,timestamp,price
0,1599069760510,5.622714972224369
1,1599073332200,5.654027124041386
2,1599076957283,5.676230843495937
3,1599080734122,5.682204851974462
4,1599084308573,5.710509989232928
5,1599087813937,5.843944062569027
6,1599091381301,5.830776053787739
7,1599094978777,5.835816465152954
8,1599098733737,5.819456856835697
9,1599102125408,5.842411374590782
10,1599105738918,5.641072097628741
11,1599109307744,5.594664290264242
12,1599112917749,5.5843052775581725
13,1599116528271,5.570274681871604
14,1599120322540,5.6282707934266
15,1599124054589,5.6561390889370164
16,1599127562029,5.5930891893269425
17,1599131204393,5.563407643253082
18,1599134756396,5.471173263611224
19,1599138287925,5.210849590014252
20,1599141870534,5.252459224564262
21,1599145452778,5.085276852623075
22,1599149065285,4.977426462953509
23,1599152994771,4.903633547768185
24,1599156274836,5.022354479358053
25,1599159870925,4.922760956803449
26,1599163217740,4.950205770133715
27,1599166814849,5.048155209834814
28,1599170419021,4.999152663535187
29,1599174205529,4.889523906646321
30,1599177657232,4.542939326652455
31,1599181271607,4.737094870970002
32,1599184856270,4.747815251891441
33,1599188463333,4.720346517458214
34,1599192141016,4.6689736339010075
35,1599195885314,4.694151553518741
36,1599199521883,4.65953538080216
37,1599202959175,4.54460162881933
38,1599206524789,4.477257359354682
39,1599210103413,4.6218348888683165
40,1599213729266,4.706663788098661
41,1599217358678,4.701416106847475
42,1599220957502,4.625203808265086
43,1599224500830,4.662636288817063
44,1599228101851,4.670521912907613
45,1599231849000,4.422897483514154
46,1599235433222,4.546169123183385
47,1599239073234,4.592601670711841
48,1599242680057,4.59512358437446
49,1599246078702,4.594072745980512
50,1599249810225,4.652604691353928
51,1599253383539,4.656374343873372
52,1599256952042,4.7317624018416025
53,1599260563433,4.693935810650201
54,1599264153641,4.652649400905158
55,1599268021214,4.779557593233806
56,1599271533875,4.792704156622603
57,1599274995783,4.793120440914945
58,1599278561099,4.787561632244517
59,1599282215287,4.7915020188831265
60,1599285875120,4.736423359266708
61,1599289416724,4.742024774601443
62,1599293022747,4.694472718719059
63,1599296660859,4.631396680763009
64,1599300477634,4.595806084860251
65,1599303793817,4.380618388210004
66,1599307515335,4.299579463810835
67,1599311105255,4.128447902360564
68,1599314616285,4.321102275732646
69,1599318210695,4.375886230023343
70,1599321961473,4.445017933472296
71,1599325527664,4.354326675079069
72,1599329219117,4.48291266843341
73,1599332825836,4.5084257815510735
74,1599336427561,4.250079544669848
75,1599339730898,4.384146640306686
76,1599343353260,4.362134989342569
77,1599346913327,4.321675683404097
78,1599350571780,4.394298525567746
79,1599354156215,4.533513315698993
80,1599357743972,4.463958424327138
81,1599361314030,4.459931543846824
82,1599364928424,4.389922990051439
83,1599368548846,4.316183413197801
84,1599372122917,4.279150623823673
85,1599375938112,4.35830486166239
86,1599379484302,4.468417354163065
87,1599383139331,4.498751136002041
88,1599386657444,4.465874258199228
89,1599390023776,4.509943374484865
90,1599393618898,4.6372712557825135
91,1599397230494,4.553032292548247
92,1599401030551,4.498232335621477
93,1599404648743,4.505212610161707
94,1599408082770,4.476971014971889
95,1599411672780,4.56676498258636
96,1599415268001,4.554053328015751
97,1599418848564,4.561893729494978
98,1599422633261,4.602208250007728
99,1599426105738,4.58174707436846
100,1599429758144,4.623896677792369
101,1599433371963,4.530310346862421
102,1599437320597,4.558827284192203
103,1599440858826,4.62044673362814
104,1599444426109,4.637926340143407
105,1599448000535,4.584273036747586
106,1599452138535,4.537903207645933
107,1599455592386,4.52221085291274
108,1599459173799,4.452032689366988
109,1599462812255,4.441235753326904
110,1599465846074,4.500656064803853
111,1599469563319,4.481927306342991
112,1599472871257,4.473290581576129
113,1599476516544,4.413768461083699
114,1599480326779,4.358654380289262
115,1599483747831,4.26990826778376
116,1599487369820,4.422224727392837
117,1599490954287,4.254833956456963
118,1599494562973,4.489121458198969
119,1599498812873,4.4050648388343685
120,1599502419440,4.524785310271057
121,1599505962246,4.518117827289512
122,1599509002594,4.5213046265088295
123,1599512580694,4.518987844769942
124,1599516203604,4.543608552544688
125,1599519787182,4.615589039428982
126,1599523756378,4.8148336286853715
127,1599527134259,4.7273518031065365
128,1599531028597,4.8226987865164235
129,1599534551395,4.911939112731262
130,1599538153773,4.96050194483115
131,1599541783789,4.859504906402987
132,1599545370043,4.835191428190357
133,1599548995258,4.883245596699974
134,1599552603823,4.882421717904814
135,1599556810824,4.783734753676945
136,1599559900776,4.653649690104454
137,1599563365771,4.666876571163305
138,1599566940066,4.587437150313323
139,1599570716032,4.662332027701337
140,1599574123917,4.654491355862977
141,1599577735024,4.768278602318154
142,1599581314226,4.72619495442901
143,1599584703825,4.7869687592044565
144,1599588302402,4.890372833539899
145,1599591921984,4.74300236489917
146,1599595482856,4.739783837566923
147,1599599119022,4.77596545658111
148,1599602654984,4.75814456633019
149,1599606290002,4.761052490691701
150,1599610015773,4.823303263786881
151,1599613529341,4.835378739345151
152,1599617098631,4.777798489820438
153,1599620821352,4.666357919540893
154,1599624412267,4.664100701986025
155,1599628049097,4.7142065880095005
156,1599631498480,4.74133877958833
157,1599634999300,4.729793946160683
158,1599638806387,4.779087972386575
159,1599642503407,4.791832248043797
160,1599646662703,4.807465725897258
161,1599650086897,4.801119176531637
162,1599653036165,4.813175453046891
163,1599656583220,4.78752050582433
164,1599660189377,4.794125675122548
165,1599663813764,4.832421560272116
166,1599667299785,4.921780708256251
167,1599670915801,4.916984418744253
168,1599674552978,4.859751354755455
169,1599678265379,4.98871985294042
170,1599681822602,5.017678548498392
171,1599685396527,4.99694749212371
172,1599688864914,4.9872686868919756
