,timestamp,hashrate
0,1470873600000,674644838101.2323
1,1470960000000,680914551594.7213
2,1471046400000,668267215057.7014
3,1471132800000,667274145664.0
4,1471219200000,695414075363.368
5,1471305600000,709512197691.3159
6,1471392000000,699461608214.8925
7,1471478400000,673632465943.1493
8,1471564800000,654274068752.559
9,1471651200000,669347367104.059
10,1471737600000,685417898548.0
11,1471824000000,685417898548.0
12,1471910400000,685417898548.0
13,1471996800000,685417898548.0
14,1472083200000,685417898548.0
15,1472169600000,685417898548.0
16,1472256000000,685417898548.0
17,1472342400000,685417898548.0
18,1472428800000,685417898548.0
19,1472515200000,685417898548.0
20,1472601600000,595118320552.2743
21,1472688000000,534103039187.566
22,1472774400000,550774630768.0
23,1472860800000,550774630768.0
24,1472947200000,550774630768.0
25,1473033600000,550774630768.0
26,1473120000000,567179284874.7014
27,1473206400000,619750741396.4341
28,1473292800000,624415930976.0
29,1473379200000,624415930976.0
30,1473465600000,614818094806.316
31,1473552000000,585204984624.7238
32,1473638400000,575393158856.2257
33,1473724800000,549083447167.4097
34,1473811200000,559925435746.4305
35,1473897600000,559807920714.0
36,1473984000000,557969102338.0764
37,1474070400000,557965942048.7317
38,1474156800000,575884298928.4355
39,1474243200000,557569118880.677
40,1474329600000,490480776611.13544
41,1474416000000,503355463894.85767
42,1474502400000,547836641700.32056
43,1474588800000,557602014634.4166
44,1474675200000,518376424576.4653
45,1474761600000,528661806296.77435
46,1474848000000,552096228263.1428
47,1474934400000,517210222123.2778
48,1475020800000,544952810655.4965
49,1475107200000,562793928690.6493
50,1475193600000,556027437053.1498
51,1475280000000,541343013753.6969
52,1475366400000,526935426408.6389
53,1475452800000,534487379454.1701
54,1475539200000,543632919627.36804
55,1475625600000,538397213107.25
56,1475712000000,587716538990.6528
57,1475798400000,558084689764.6968
58,1475884800000,552885341321.5625
59,1475971200000,595519049966.3125
60,1476057600000,608050668275.9375
61,1476144000000,595068240527.052
62,1476230400000,493691625231.78125
63,1476316800000,485884007173.51385
64,1476403200000,522458099004.5958
65,1476489600000,558173681472.257
66,1476576000000,580092455155.0729
67,1476662400000,596187060867.257
68,1476748800000,561172989069.2848
69,1476835200000,515913473679.2916
70,1476921600000,582088183512.8716
71,1477008000000,624636917638.2882
72,1477094400000,641135359855.6423
73,1477180800000,630472762206.6423
74,1477267200000,622205837801.2986
75,1477353600000,493497527683.53125
76,1477440000000,668133821876.5139
77,1477526400000,645975679753.0349
78,1477612800000,605913860735.0597
79,1477699200000,491980761971.09576
80,1477785600000,461142827275.78467
81,1477872000000,467208096426.50696
82,1477958400000,387034148579.6597
83,1478044800000,354065766698.9757
84,1478131200000,317991448043.0557
85,1478217600000,304337730199.5486
86,1478304000000,334650930163.5486
87,1478390400000,339395032372.4488
88,1478476800000,391009537615.5887
89,1478563200000,423658019171.0922
90,1478649600000,403427857738.8974
91,1478736000000,381178316376.3357
92,1478822400000,379127465933.55273
93,1478908800000,399182278570.644
94,1478995200000,410850194768.6399
95,1479081600000,426356101225.9754
96,1479168000000,440986808108.37585
97,1479254400000,442327909872.5284
98,1479340800000,469274940796.4565
99,1479427200000,464762834681.0386
100,1479513600000,463830161658.1428
101,1479600000000,544405524534.1519
102,1479686400000,521359307133.0986
103,1479772800000,456300711310.45746
104,1479859200000,436821531710.0397
105,1479945600000,415349063407.4893
106,1480032000000,405459143064.02094
107,1480118400000,414620815083.4704
108,1480204800000,414294490672.24304
109,1480291200000,415767891612.8392
110,1480377600000,438390882277.1394
111,1480464000000,435956483176.79504
112,1480550400000,449598316264.31696
113,1480636800000,465957445338.4468
114,1480723200000,477495123765.0
115,1480809600000,477495123765.0
116,1480896000000,485602453121.825
117,1480982400000,583705887921.8125
118,1481068800000,527345157496.7153
119,1481155200000,518885143012.191
120,1481241600000,533571480304.55206
121,1481328000000,596859390297.1075
122,1481414400000,667347762509.2673
123,1481500800000,651005809886.8854
124,1481587200000,669822073134.6216
125,1481673600000,704694927273.6667
126,1481760000000,801348587481.6492
127,1481846400000,836387130931.3923
128,1481932800000,824295415234.9028
129,1482019200000,858497948388.5695
130,1482105600000,970474159841.5868
131,1482192000000,1003715318547.9548
132,1482278400000,946237605950.1951
133,1482364800000,909882624341.1736
134,1482451200000,867756285652.0555
135,1482537600000,868064431054.0
136,1482624000000,868064431054.0
137,1482710400000,868064431054.0
138,1483142400000,984384354107.4333
139,1483228800000,979538329130.7952
140,1483315200000,977050813224.0
141,1483401600000,977050813224.0
142,1483488000000,972756404346.8611
143,1483574400000,1013742043385.993
144,1483660800000,962337404267.1702
145,1483747200000,974265832406.2917
146,1483833600000,972893333303.295
147,1483920000000,985854579406.0
148,1484006400000,985854579406.0
149,1484092800000,985854579406.0
150,1484179200000,934213766418.6772
151,1484265600000,922108253553.3867
152,1484352000000,914444173835.3624
153,1484438400000,915515471100.1115
154,1484524800000,918406110291.5331
155,1484611200000,903007732680.6714
156,1484697600000,874405615080.7588
157,1484784000000,890805724771.2289
158,1484870400000,949459369987.5714
159,1484956800000,1000503473879.3715
160,1485043200000,1001839793841.4076
161,1485129600000,1018670628396.9202
162,1485216000000,1027739780838.4948
163,1485302400000,1026258718961.5243
164,1485388800000,1026257108058.7827
165,1485648000000,985733192806.6102
166,1485734400000,1002856456266.8986
167,1485820800000,1052999298557.3296
168,1485907200000,1029815173123.2084
169,1485993600000,1029318909965.54
170,1486080000000,999219477355.0312
171,1486166400000,1003548746064.816
172,1486252800000,1036701562449.118
173,1486339200000,1098639845295.8472
174,1486425600000,1095061211414.0555
175,1486512000000,1084909435666.6459
176,1486598400000,1028245604370.5159
177,1486684800000,994197725986.1841
178,1486771200000,984642754053.0035
179,1486857600000,964373344126.4097
180,1486944000000,970247515114.6958
181,1487030400000,935251289484.9896
182,1487116800000,937764858149.493
183,1487203200000,935250100064.4705
184,1487289600000,930972453115.324
185,1487376000000,922671061100.2961
186,1487462400000,958340711984.5903
187,1487548800000,954247752839.8264
188,1487635200000,981113818807.8522
189,1487721600000,974145983368.9198
190,1487808000000,965167653699.4393
191,1487894400000,944563664482.3607
192,1487980800000,947386795425.46
193,1488067200000,955806908357.2683
194,1488153600000,908865863348.23
195,1488240000000,876920761699.8049
196,1488326400000,879957284529.965
197,1488412800000,841502551624.0769
198,1488499200000,836418852257.446
199,1488585600000,856796713482.1776
200,1488672000000,870920392647.3403
201,1488758400000,860651827331.0001
202,1488844800000,860651827331.0001
203,1488931200000,860651827331.0001
204,1489017600000,860651827331.0001
205,1489104000000,860651827331.0001
206,1489190400000,860651827331.0001
207,1489276800000,864451034730.3369
208,1489363200000,839125065584.4155
209,1489449600000,804814219213.4583
210,1489536000000,806958562896.9791
211,1489622400000,733073655816.6431
212,1489708800000,668530355257.8015
213,1489795200000,668979002987.1958
214,1489881600000,677204686089.0868
215,1489968000000,690419608700.0
216,1490054400000,754593310872.53
217,1490140800000,907189732587.2596
218,1490227200000,822466243588.9049
219,1490313600000,796539004272.8275
220,1490400000000,772883274215.9688
221,1490572800000,749111247067.9011
222,1490659200000,747545221420.8195
223,1490745600000,768089271663.6411
224,1490832000000,812377222453.049
225,1490918400000,989821683154.8362
226,1491004800000,987859728307.7148
227,1491091200000,973578421840.0834
228,1491177600000,1007062273474.0
229,1491264000000,1049880406571.1609
230,1491350400000,1048654482548.7709
231,1491436800000,1112589545088.7192
232,1491523200000,1098148216631.8944
233,1491609600000,1102005796532.1355
234,1491696000000,1108145135670.3706
235,1491782400000,1102114725715.6633
236,1491868800000,1102578322004.691
237,1491955200000,1110028801780.1462
238,1492041600000,1075339896630.6782
239,1492128000000,1080621785193.2604
240,1492214400000,1082779507299.6859
241,1492300800000,1127246640647.087
242,1492387200000,1088979646462.382
243,1492473600000,1154875034327.9617
244,1492560000000,1247105103293.909
245,1492646400000,1415639971669.6807
246,1492732800000,1441601265442.7068
247,1492819200000,1457873209991.3567
248,1492905600000,1526537112247.7666
249,1492992000000,1763870117468.602
250,1493078400000,1724122635012.5317
251,1493164800000,1843317671771.556
252,1493251200000,1942086268095.0596
253,1493337600000,1722088030769.9858
254,1493424000000,1769595644411.682
255,1493510400000,1942548063872.5417
256,1493596800000,2087667817673.427
257,1493683200000,2093003359112.6
258,1495238400000,1975648798551.1328
259,1495324800000,1936873747342.8782
260,1495411200000,1856480866209.6016
261,1495497600000,1982199829545.2476
262,1495584000000,2813449138213.4897
263,1495670400000,3236585028850.2095
264,1495756800000,2970212076141.8906
