,timestamp,difficulty,hashrate,block_time
694,1541548800,88444,6366855084623,59.53
695,1541462400,87186,6197132150458,60.86
696,1541376000,91744,6581143709183,60.15
697,1541289600,97417,6936866169148,60.94
698,1541203200,101473,7296572690652,59.41
699,1541116800,89736,6435649050241,60.42
700,1541030400,87436,6252623710378,59.96
701,1540944000,84494,6043096970472,60.13
702,1540857600,89987,6406566097387,60.91
703,1540771200,92764,6635261684648,60.12
704,1540684800,92979,6676156082793,60.1
705,1540598400,90052,6426953302503,60.47
706,1540512000,92579,6631332987590,60.37
707,1540425600,87090,6252020375244,59.66
708,1540339200,82170,5891411327372,59.99
709,1540252800,86315,6146582500092,61.05
710,1540166400,83680,6022440286156,58.98
711,1540080000,64778,4640473712372,59.49
712,1539993600,60049,4297173090265,60.04
713,1539907200,57467,4109895028312,59.96
714,1539820800,58206,4188037441591,59.46
715,1539734400,48725,3482411020459,60.1
716,1539648000,41761,2994994821467,59.85
717,1539561600,40608,2913746489927,60.23
718,1539475200,41778,3002228667728,60.08
719,1539388800,43456,3108421867687,60.22
720,1539302400,42250,3030085883714,60.39
721,1539216000,36784,2666108494006,59.2
722,1539129600,32493,2332430963418,60.11
723,1539043200,32844,2350201236449,60.18
724,1538956800,32627,2332132057521,60.24
725,1538870400,32518,2320208324391,60.46
726,1538784000,32069,2300047106740,59.52
727,1538697600,33070,2366650992801,60.69
728,1538611200,31684,2262726299265,60.47
729,1538524800,30843,2209304424999,60.3
730,1538438400,32139,2290019268461,60.74
731,1538352000,29751,2137463398952,59.56
732,1538265600,30507,2187097046606,60.18
733,1538179200,29323,2101070478218,60.5
734,1538092800,29022,2075767516183,60.03
735,1538006400,29511,2113568211316,60.51
736,1537920000,29469,2117573730309,59.99
737,1537833600,28674,2057810936015,60.07
738,1537747200,28449,2027073745161,60.38
739,1537660800,27731,1982713184101,60.38
740,1537574400,28933,2068821704815,60.54
741,1537488000,28930,2082563340662,59.74
742,1537401600,28843,2070223309358,60.16
743,1537315200,28181,2022729041069,60.14
744,1537228800,28339,2028373273293,60.19
745,1537142400,27532,1967958882606,60.18
746,1537056000,30091,2150014003863,60.21
747,1536969600,28371,2037080050213,60.23
748,1536883200,29113,2074597871481,60.47
749,1536796800,29476,2103519835297,60.62
750,1536710400,30684,2210831401055,59.97
751,1536624000,30960,2209868613324,60.61
752,1536537600,30286,2175890956702,59.92
753,1536451200,30201,2159820806113,60.29
754,1536364800,29934,2140562536965,60.58
755,1536278400,31131,2240378072255,59.94
756,1536192000,29821,2141380543984,59.8
757,1536105600,30135,2144246524271,60.54
758,1536019200,29846,2131992065112,60.15
759,1535932800,30280,2175450121954,60.39
760,1535846400,31149,2236516017091,59.95
761,1535760000,31560,2234603452097,61.25
762,1535673600,30663,2224109363628,59.0
763,1535587200,28813,1885886499634,76.96
764,1535500800,39699,882398225111,194.27
765,1535414400,39699,655768515793,271.67
766,1535328000,39699,499113884409,346.06
767,1535241600,39699,477401391891,358.86
768,1535155200,39699,571782614867,300.64
769,1535068800,39699,703519663604,238.77
770,1534982400,30187,1493200892959,178.08
771,1534896000,39699,490206825372,348.23
772,1534809600,39699,508051375561,338.86
773,1534723200,39699,534424099998,320.26
774,1534636800,39699,552078122343,310.3
775,1534550400,39699,654617430790,261.88
776,1534464000,39699,760646604794,225.39
777,1534377600,30601,1610464587338,147.79
778,1534291200,39699,624399211923,275.08
779,1534204800,39699,641639464053,268.53
780,1534118400,39699,548157329669,314.19
781,1534032000,39699,537885811058,319.66
782,1533945600,39699,545225048117,313.34
783,1533859200,39699,647111863376,270.87
784,1533772800,29820,1603513384680,163.85
785,1533686400,41913,532584761009,339.59
786,1533600000,41913,627807342611,288.29
787,1533513600,41913,642826685218,284.18
788,1533427200,41913,693204380647,263.36
789,1533340800,41913,687972794541,262.21
790,1533254400,41913,910539472529,195.29
791,1533168000,24955,1980051160365,82.66
792,1533081600,33661,914627186246,160.85
793,1532995200,33661,931134703411,156.16
794,1532908800,32777,1204226700030,122.41
795,1532822400,18291,1572223416633,77.9
796,1532736000,23656,814958437825,125.45
797,1532649600,23656,998283603081,105.27
798,1532563200,15569,1606583311523,44.86
799,1532476800,21173,965663175411,95.94
800,1532390400,21173,1083790324153,85.86
801,1532304000,18867,1558365700710,52.36
802,1532217600,18483,1368995415359,59.08
803,1532131200,18439,1313364263733,61.19
804,1532044800,18508,1335899156974,60.37
805,1531958400,15476,1381872734976,49.2
806,1531872000,15653,1140407263267,59.5
807,1531785600,16214,1061581088932,66.38
808,1531699200,17207,1165816155288,64.14
809,1531612800,17514,1194030441316,63.63
810,1531526400,17135,1295284131059,57.29
811,1531440000,16126,1263452608975,55.89
812,1531353600,16531,1159405181826,62.3
813,1531267200,18204,1102349165266,72.05
814,1531180800,19299,1277260120834,65.3
815,1531094400,16606,1382379413377,51.81
816,1531008000,17373,1238250942157,61.81
817,1530921600,17133,1184259704865,62.24
818,1530835200,15861,1291729179056,53.71
819,1530748800,17178,1154414559925,64.43
820,1530662400,16437,1189830386650,59.66
821,1530576000,15885,1210542170318,57.21
822,1530489600,16574,1102356710785,65.07
823,1530403200,16811,1204594295098,60.4
824,1530316800,17256,1199798644224,62.29
825,1530230400,18046,1192785269535,65.52
826,1530144000,17519,1336650249337,56.84
827,1530057600,17719,1270267678725,60.63
828,1529971200,18096,1253388093113,62.57
829,1529884800,19133,1270970998511,65.36
830,1529798400,19481,1379677196651,61.07
831,1529712000,19736,1423198770955,60.15
832,1529625600,19044,1405936593246,58.59
833,1529539200,17970,1415448792863,54.52
834,1529452800,18201,1300398944329,60.64
835,1529366400,19012,1259158709098,65.19
836,1529280000,19280,1328896594035,62.91
837,1529193600,18830,1425436478485,57.08
838,1529107200,18289,1369010996418,57.61
839,1529020800,17949,1316002341621,59.39
840,1528934400,18599,1318993759546,61.2
841,1528848000,18542,1261356618693,63.53
842,1528761600,18101,1385858547441,56.38
843,1528675200,18649,1352620328362,59.52
844,1528588800,18618,1297064937915,62.51
845,1528502400,18522,1318866292882,60.47
846,1528416000,18174,1340592226729,59.03
847,1528329600,18218,1322246438563,59.52
848,1528243200,18440,1311246037624,60.81
849,1528156800,18798,1324955151156,61.28
850,1528070400,19752,1370544523293,62.48
851,1527984000,19899,1386206844570,62.09
852,1527897600,19942,1425748363753,60.7
853,1527811200,18741,1432611832429,56.66
854,1527724800,19285,1386556271441,60.43
855,1527638400,19780,1361390743062,63.25
856,1527552000,20576,1434439586157,62.05
857,1527465600,19741,1422750657463,60.66
858,1527379200,19648,1502960395672,56.63
859,1527292800,19841,1369888080326,63.09
860,1527206400,20713,1441424452980,62.03
861,1527120000,21063,1509842953608,60.53
862,1527033600,21399,1449587819108,63.98
863,1526947200,21864,1544600612037,61.07
864,1526860800,20963,1555755677238,57.96
865,1526774400,20572,1573019289878,56.64
866,1526688000,20579,1458008631058,60.95
867,1526601600,21477,1484144365890,62.86
868,1526515200,22050,1496694659592,63.75
869,1526428800,22669,1574136855922,62.34
870,1526342400,25013,1629936434494,66.41
871,1526256000,24663,1700293341747,62.82
872,1526169600,24441,1832019516199,57.77
873,1526083200,25410,1763547422940,62.52
874,1525996800,25369,1736585303530,63.62
875,1525910400,24735,1865646777450,57.02
876,1525824000,23084,1842326823272,54.15
877,1525737600,21659,1663942160283,56.3
878,1525651200,23077,1624938260654,61.72
879,1525564800,23801,1498510804155,68.69
880,1525478400,24111,1745332832095,59.6
881,1525392000,20765,1784942318788,49.89
882,1525305600,17727,1512606977023,50.48
883,1525219200,16746,1325305603726,54.94
884,1525132800,17095,1170321645070,63.18
885,1525046400,18012,1228202479268,63.89
886,1524960000,17032,1267338997404,58.06
887,1524873600,16334,1267517638388,56.4
888,1524787200,17784,1136941293211,68.11
889,1524700800,18392,1224583093005,65.01
890,1524614400,18688,1300341284223,62.16
891,1524528000,18697,1357697574433,59.5
892,1524441600,19920,1346166172364,64.44
893,1524355200,20426,1386999427310,63.77
894,1524268800,20923,1459787819159,62.03
895,1524182400,20368,1544247965085,57.02
896,1524096000,19917,1505087153234,57.59
897,1524009600,19667,1385989860833,61.52
898,1523923200,20496,1427142999318,62.1
899,1523836800,22144,1397831373366,68.9
900,1523750400,22987,1544924353592,64.44
901,1523664000,22905,1687222418421,59.04
902,1523577600,24909,1596311103300,67.96
903,1523491200,25739,1723572115371,64.91
904,1523404800,25092,1885914279085,57.62
905,1523318400,25528,1811627125342,60.92
906,1523232000,25768,1844868599095,60.36
907,1523145600,25971,1834838620404,61.38
908,1523059200,25621,1902307547005,58.34
909,1522972800,26217,1834404938972,62.05
910,1522886400,26887,1861472703382,62.95
911,1522800000,28365,1897436040889,64.63
912,1522713600,26790,2000935192996,57.51
913,1522627200,25659,2042268246064,54.52
914,1522540800,25795,1823876844944,61.27
915,1522454400,25379,1861657455931,59.14
916,1522368000,25074,1834340149502,59.04
917,1522281600,24094,1835988615840,56.53
918,1522195200,19917,1767463385098,48.39
919,1522108800,17251,1433030031683,52.04
920,1522022400,15561,1318423567440,51.05
921,1521936000,13916,1135292037382,52.74
922,1521849600,12690,1018432499006,53.87
923,1521763200,12112,934149693709,56.41
924,1521676800,11537,867948154301,57.95
925,1521590400,11951,801541154077,64.78
926,1521504000,12189,891932581207,59.05
927,1521417600,12435,870815467659,61.77
928,1521331200,12210,893777776928,58.89
929,1521244800,11877,870919266721,58.97
930,1521158400,11555,860013532696,58.1
931,1521072000,11618,830520209616,60.77
932,1520985600,11113,855066594209,55.96
933,1520899200,10769,821519561347,56.52
934,1520812800,10537,783811862394,58.09
935,1520726400,10210,746208288427,59.47
936,1520640000,10485,747109106814,60.95
937,1520553600,10247,731264952644,60.19
938,1520467200,9069,767521583676,50.97
939,1520380800,8581,650024360663,57.89
940,1520294400,7681,654859106126,50.36
941,1520208000,6474,576556143865,48.01
942,1520121600,5890,458337171653,56.26
943,1520035200,6152,395595932548,67.53
944,1519948800,5725,448906189633,54.96
945,1519862400,4746,429181739451,47.05
946,1519776000,3650,334666554923,46.68
947,1519689600,2744,273740699949,42.63
948,1519603200,1969,188396240000,44.84
949,1519516800,1733,137571575709,55.19
950,1519430400,1644,129111043265,55.15
951,1519344000,1583,116543266013,59.2
952,1519257600,1607,115906527906,59.89
953,1519171200,1627,111437598285,63.57
954,1519084800,1651,118963099778,60.21
955,1518998400,1413,119104353184,50.92
956,1518912000,1360,107411320348,55.85
957,1518825600,1202,105713145706,50.06
958,1518739200,932,78214915812,51.41
959,1518652800,869,67226932887,55.82
960,1518566400,796,61897402018,55.6
961,1518480000,782,60958787158,55.61
962,1518393600,773,56231641501,59.44
963,1518307200,757,55048834443,59.06
964,1518220800,652,55188686302,51.02
965,1518134400,649,47782474284,59.0
966,1518048000,568,51906339937,49.02
967,1517961600,461,39634079540,52.88
968,1517875200,415,30998821558,57.37
969,1517788800,361,32000047792,49.08
970,1517702400,206,25458613445,44.91
971,1517616000,276,7005445289,170.86
972,1517529600,276,7145982806,191.15
973,1517443200,242,20217060619,51.47
974,1517356800,173,18431109377,39.92
975,1517270400,97,10776373818,41.13
976,1517184000,68,6292305443,47.19
977,1517097600,67,5034150185,60.91
978,1517011200,62,5161719745,52.81
979,1516924800,50,4799303775,45.68
980,1516838400,39,3251777564,55.88
981,1516752000,41,2821295800,62.83
982,1516665600,27,2917546676,41.02
983,1516579200,20,1834606377,47.7
984,1516492800,19,1623737334,51.86
985,1516406400,17,1294739736,58.75
986,1516320000,13,1297984403,42.56
987,1516233600,6,745271916,35.22
988,1516147200,4,365541800,48.95
989,1516060800,4,311579598,51.59
990,1515974400,3,276553741,53.94
991,1515888000,3,239603001,60.13
992,1515801600,3,227652942,65.0
993,1515715200,3,251612868,54.1
994,1515628800,3,248824692,48.47
995,1515542400,2,198523972,53.55
996,1515456000,2,177350533,56.57
997,1515369600,1,163898319,35.21
998,1515283200,1,84900988,36.79
999,1515196800,1,47881528,45.45
1000,1515110400,0,37112925,37.36
1001,1515024000,0,13351994,28.84
1002,1514937600,0,3505092,51.34
